역명,일자, 이용인원 , 승차인원 , 하차인원 
마전,2023-10-13,9228,4555,4673
완정,2023-10-13,16656,8627,8029
독정,2023-10-13,9912,5009,4903
검암,2023-10-13,9007,4907,4100
검바위,2023-10-13,7672,3764,3908
아시아드경기장(공촌사거리),2023-10-13,10060,5419,4641
서구청,2023-10-13,18348,9086,9262
가정(루원시티),2023-10-13,25603,13101,12502
가정중앙시장,2023-10-13,13513,6599,6914
석남(거북시장),2023-10-13,6583,3199,3384
서부여성회관,2023-10-13,8892,4541,4351
인천가좌,2023-10-13,9007,4596,4411
가재울,2023-10-13,9002,4601,4401
주안국가산단,2023-10-13,6020,2952,3068
주안,2023-10-13,17680,7498,10182
시민공원(문화창작지대),2023-10-13,20475,10535,9940
석바위시장,2023-10-13,9376,4500,4876
인천시청,2023-10-13,7309,3468,3841
석천사거리,2023-10-13,10072,5261,4811
모래내시장,2023-10-13,17130,8354,8776
만수,2023-10-13,11100,5706,5394
남동구청,2023-10-13,10145,5344,4801
인천대공원,2023-10-13,6220,3151,3069
운연(서창),2023-10-13,2786,1519,1267
검단오류(검단산업단지),2023-10-14,2080,1128,952
왕길,2023-10-14,3179,1615,1564
검단사거리,2023-10-14,12767,6597,6170
마전,2023-10-14,5597,2791,2806
완정,2023-10-14,10737,5600,5137
독정,2023-10-14,5978,2985,2993
검암,2023-10-14,5521,2958,2563
검바위,2023-10-14,3780,1889,1891
아시아드경기장(공촌사거리),2023-10-14,6797,3480,3317
서구청,2023-10-14,11418,5733,5685
가정(루원시티),2023-10-14,14711,7566,7145
가정중앙시장,2023-10-14,9629,4696,4933
석남(거북시장),2023-10-14,4719,2237,2482
서부여성회관,2023-10-14,6077,3115,2962
인천가좌,2023-10-14,4827,2468,2359
가재울,2023-10-14,4610,2340,2270
주안국가산단,2023-10-14,1649,803,846
주안,2023-10-14,13655,5594,8061
시민공원(문화창작지대),2023-10-14,13346,6863,6483
석바위시장,2023-10-14,6174,2977,3197
인천시청,2023-10-14,4571,2175,2396
석천사거리,2023-10-14,6224,3296,2928
모래내시장,2023-10-14,12168,5967,6201
만수,2023-10-14,7641,3900,3741
남동구청,2023-10-14,5725,3025,2700
인천대공원,2023-10-14,4518,2214,2304
운연(서창),2023-10-14,1723,902,821
검단오류(검단산업단지),2023-10-15,1555,748,807
왕길,2023-10-15,2084,1060,1024
검단사거리,2023-10-15,10459,5272,5187
마전,2023-10-15,4319,2072,2247
완정,2023-10-15,7532,3833,3699
독정,2023-10-15,4727,2396,2331
검암,2023-10-15,4693,2408,2285
검바위,2023-10-15,3091,1489,1602
아시아드경기장(공촌사거리),2023-10-15,5730,2940,2790
서구청,2023-10-15,8452,4288,4164
가정(루원시티),2023-10-15,10973,5578,5395
가정중앙시장,2023-10-15,7694,3786,3908
석남(거북시장),2023-10-15,3676,1734,1942
서부여성회관,2023-10-15,5327,2745,2582
인천가좌,2023-10-15,3752,1875,1877
가재울,2023-10-15,3759,1899,1860
주안국가산단,2023-10-15,816,398,418
주안,2023-10-15,10347,4295,6052
시민공원(문화창작지대),2023-10-15,11331,5820,5511
석바위시장,2023-10-15,5295,2552,2743
인천시청,2023-10-15,4107,1941,2166
석천사거리,2023-10-15,4981,2602,2379
모래내시장,2023-10-15,10995,5364,5631
만수,2023-10-15,6406,3267,3139
남동구청,2023-10-15,4714,2475,2239
인천대공원,2023-10-15,8834,4375,4459
운연(서창),2023-10-15,1577,854,723
검단오류(검단산업단지),2023-10-16,5829,2849,2980
왕길,2023-10-16,5478,2761,2717
검단사거리,2023-10-16,17073,8965,8108
마전,2023-10-16,8953,4356,4597
완정,2023-10-16,16140,8347,7793
독정,2023-10-16,9611,4839,4772
검암,2023-10-16,8521,4671,3850
검바위,2023-10-16,7575,3651,3924
아시아드경기장(공촌사거리),2023-10-16,9971,5256,4715
서구청,2023-10-16,17681,8814,8867
가정(루원시티),2023-10-16,24559,12559,12000
가정중앙시장,2023-10-16,12693,6229,6464
석남(거북시장),2023-10-16,6353,3069,3284
서부여성회관,2023-10-16,8518,4366,4152
인천가좌,2023-10-16,9005,4562,4443
가재울,2023-10-16,8551,4366,4185
주안국가산단,2023-10-16,5871,2869,3002
주안,2023-10-16,16525,7170,9355
시민공원(문화창작지대),2023-10-16,19951,10244,9707
석바위시장,2023-10-16,9195,4453,4742
인천시청,2023-10-16,7016,3319,3697
석천사거리,2023-10-16,9695,5040,4655
모래내시장,2023-10-16,16403,7953,8450
만수,2023-10-16,10313,5326,4987
남동구청,2023-10-16,9521,4935,4586
인천대공원,2023-10-16,6141,3095,3046
운연(서창),2023-10-16,2676,1425,1251
검단오류(검단산업단지),2023-10-17,6038,3004,3034
왕길,2023-10-17,5530,2775,2755
검단사거리,2023-10-17,17401,9187,8214
마전,2023-10-17,9158,4470,4688
완정,2023-10-17,16611,8593,8018
독정,2023-10-17,9684,4830,4854
검암,2023-10-17,8980,4887,4093
검바위,2023-10-17,7683,3719,3964
아시아드경기장(공촌사거리),2023-10-17,10066,5333,4733
서구청,2023-10-17,17927,8930,8997
가정(루원시티),2023-10-17,25074,12727,12347
가정중앙시장,2023-10-17,13066,6370,6696
석남(거북시장),2023-10-17,6379,3111,3268
서부여성회관,2023-10-17,8633,4411,4222
인천가좌,2023-10-17,8998,4494,4504
가재울,2023-10-17,8643,4411,4232
주안국가산단,2023-10-17,6031,2961,3070
주안,2023-10-17,16735,7321,9414
시민공원(문화창작지대),2023-10-17,20367,10538,9829
석바위시장,2023-10-17,9172,4432,4740
인천시청,2023-10-17,7284,3477,3807
석천사거리,2023-10-17,10402,5438,4964
모래내시장,2023-10-17,16364,7974,8390
만수,2023-10-17,10508,5423,5085
남동구청,2023-10-17,9809,5143,4666
인천대공원,2023-10-17,6715,3406,3309
운연(서창),2023-10-17,2858,1519,1339
검단오류(검단산업단지),2023-10-18,6096,3043,3053
왕길,2023-10-18,5668,2866,2802
검단사거리,2023-10-18,17537,9245,8292
마전,2023-10-18,9136,4422,4714
완정,2023-10-18,16520,8516,8004
독정,2023-10-18,9849,4954,4895
검암,2023-10-18,8977,4882,4095
검바위,2023-10-18,7742,3747,3995
아시아드경기장(공촌사거리),2023-10-18,10261,5439,4822
서구청,2023-10-18,17900,8915,8985
가정(루원시티),2023-10-18,24888,12669,12219
가정중앙시장,2023-10-18,13006,6330,6676
석남(거북시장),2023-10-18,6349,3068,3281
서부여성회관,2023-10-18,8625,4426,4199
인천가좌,2023-10-18,9031,4557,4474
가재울,2023-10-18,8755,4434,4321
주안국가산단,2023-10-18,6062,2967,3095
주안,2023-10-18,16618,7150,9468
시민공원(문화창작지대),2023-10-18,20480,10428,10052
석바위시장,2023-10-18,9251,4512,4739
인천시청,2023-10-18,7289,3502,3787
석천사거리,2023-10-18,10014,5178,4836
모래내시장,2023-10-18,16729,8110,8619
만수,2023-10-18,10740,5584,5156
남동구청,2023-10-18,9729,5105,4624
인천대공원,2023-10-18,6250,3144,3106
운연(서창),2023-10-18,2740,1440,1300
검단오류(검단산업단지),2023-10-19,5791,2871,2920
왕길,2023-10-19,5364,2687,2677
검단사거리,2023-10-19,16687,8665,8022
마전,2023-10-19,8952,4359,4593
완정,2023-10-19,15908,8188,7720
독정,2023-10-19,9281,4641,4640
검암,2023-10-19,8646,4820,3826
검바위,2023-10-19,7519,3618,3901
아시아드경기장(공촌사거리),2023-10-19,9604,5153,4451
서구청,2023-10-19,16911,8311,8600
가정(루원시티),2023-10-19,24092,12310,11782
가정중앙시장,2023-10-19,12296,6015,6281
석남(거북시장),2023-10-19,6118,2931,3187
서부여성회관,2023-10-19,8315,4234,4081
인천가좌,2023-10-19,8878,4488,4390
가재울,2023-10-19,8257,4187,4070
주안국가산단,2023-10-19,6084,2926,3158
주안,2023-10-19,16043,6980,9063
시민공원(문화창작지대),2023-10-19,19587,10043,9544
석바위시장,2023-10-19,8389,4057,4332
인천시청,2023-10-19,6796,3212,3584
석천사거리,2023-10-19,9331,4806,4525
모래내시장,2023-10-19,15020,7382,7638
만수,2023-10-19,9939,5137,4802
남동구청,2023-10-19,9014,4697,4317
인천대공원,2023-10-19,4132,2086,2046
운연(서창),2023-10-19,2508,1341,1167
검단오류(검단산업단지),2023-10-20,5940,2934,3006
왕길,2023-10-20,5441,2759,2682
검단사거리,2023-10-20,18244,9563,8681
마전,2023-10-20,9219,4556,4663
완정,2023-10-20,17301,9009,8292
독정,2023-10-20,9841,4855,4986
검암,2023-10-20,9404,5190,4214
검바위,2023-10-20,6732,3264,3468
아시아드경기장(공촌사거리),2023-10-20,9930,5246,4684
서구청,2023-10-20,18586,9193,9393
가정(루원시티),2023-10-20,25552,13051,12501
가정중앙시장,2023-10-20,13529,6556,6973
석남(거북시장),2023-10-20,6725,3282,3443
서부여성회관,2023-10-20,8807,4507,4300
인천가좌,2023-10-20,8948,4491,4457
가재울,2023-10-20,8672,4426,4246
주안국가산단,2023-10-20,5886,2906,2980
주안,2023-10-20,17304,7223,10081
시민공원(문화창작지대),2023-10-20,20366,10506,9860
석바위시장,2023-10-20,9930,4785,5145
인천시청,2023-10-20,7078,3379,3699
석천사거리,2023-10-20,10128,5282,4846
모래내시장,2023-10-20,16986,8246,8740
만수,2023-10-20,11063,5756,5307
남동구청,2023-10-20,9881,5182,4699
인천대공원,2023-10-20,6107,3047,3060
운연(서창),2023-10-20,2750,1480,1270
검단오류(검단산업단지),2023-10-21,2227,1184,1043
왕길,2023-10-21,3123,1618,1505
검단사거리,2023-10-21,14005,7276,6729
마전,2023-10-21,5960,2872,3088
완정,2023-10-21,10680,5651,5029
독정,2023-10-21,6338,3194,3144
검암,2023-10-21,6044,3152,2892
검바위,2023-10-21,3923,1938,1985
아시아드경기장(공촌사거리),2023-10-21,7064,3563,3501
서구청,2023-10-21,11531,5798,5733
가정(루원시티),2023-10-21,15547,7994,7553
가정중앙시장,2023-10-21,10438,5111,5327
석남(거북시장),2023-10-21,4997,2349,2648
서부여성회관,2023-10-21,6510,3390,3120
인천가좌,2023-10-21,5109,2590,2519
가재울,2023-10-21,4879,2514,2365
주안국가산단,2023-10-21,1596,777,819
주안,2023-10-21,14498,5878,8620
시민공원(문화창작지대),2023-10-21,14279,7364,6915
석바위시장,2023-10-21,6979,3364,3615
인천시청,2023-10-21,5098,2334,2764
석천사거리,2023-10-21,6946,3618,3328
모래내시장,2023-10-21,13458,6692,6766
만수,2023-10-21,8091,4164,3927
남동구청,2023-10-21,6427,3333,3094
인천대공원,2023-10-21,7922,3960,3962
운연(서창),2023-10-21,1904,981,923
검단오류(검단산업단지),2023-10-22,1622,800,822
왕길,2023-10-22,2190,1094,1096
검단사거리,2023-10-22,10575,5287,5288
마전,2023-10-22,4087,1999,2088
완정,2023-10-22,7317,3692,3625
독정,2023-10-22,4156,2081,2075
검암,2023-10-22,4483,2364,2119
검바위,2023-10-22,3024,1439,1585
아시아드경기장(공촌사거리),2023-10-22,5555,2870,2685
서구청,2023-10-22,8400,4233,4167
가정(루원시티),2023-10-22,11449,5882,5567
가정중앙시장,2023-10-22,7790,3830,3960
석남(거북시장),2023-10-22,3599,1686,1913
서부여성회관,2023-10-22,5123,2677,2446
인천가좌,2023-10-22,3537,1773,1764
가재울,2023-10-22,3788,1926,1862
주안국가산단,2023-10-22,798,387,411
주안,2023-10-22,10783,4367,6416
시민공원(문화창작지대),2023-10-22,11204,5762,5442
석바위시장,2023-10-22,5522,2670,2852
인천시청,2023-10-22,4022,1935,2087
석천사거리,2023-10-22,5305,2768,2537
모래내시장,2023-10-22,10759,5234,5525
만수,2023-10-22,6127,3148,2979
남동구청,2023-10-22,4742,2504,2238
인천대공원,2023-10-22,8834,4418,4416
운연(서창),2023-10-22,1597,800,797
검단오류(검단산업단지),2023-10-23,5991,2938,3053
왕길,2023-10-23,5414,2745,2669
검단사거리,2023-10-23,16976,8917,8059
마전,2023-10-23,8895,4266,4629
완정,2023-10-23,15770,8171,7599
독정,2023-10-23,9645,4822,4823
검암,2023-10-23,8581,4749,3832
검바위,2023-10-23,6900,3293,3607
아시아드경기장(공촌사거리),2023-10-23,9642,5124,4518
서구청,2023-10-23,17456,8637,8819
가정(루원시티),2023-10-23,24522,12581,11941
가정중앙시장,2023-10-23,12717,6208,6509
석남(거북시장),2023-10-23,6294,3018,3276
서부여성회관,2023-10-23,8463,4318,4145
인천가좌,2023-10-23,8816,4478,4338
가재울,2023-10-23,8547,4391,4156
주안국가산단,2023-10-23,5999,2956,3043
주안,2023-10-23,16640,7263,9377
시민공원(문화창작지대),2023-10-23,19861,10184,9677
석바위시장,2023-10-23,9211,4490,4721
인천시청,2023-10-23,6985,3337,3648
석천사거리,2023-10-23,9797,5089,4708
모래내시장,2023-10-23,16381,7975,8406
만수,2023-10-23,10348,5317,5031
남동구청,2023-10-23,9564,4966,4598
인천대공원,2023-10-23,6439,3235,3204
운연(서창),2023-10-23,2684,1441,1243
검단오류(검단산업단지),2023-10-24,6113,3010,3103
왕길,2023-10-24,5487,2787,2700
검단사거리,2023-10-24,16821,8790,8031
마전,2023-10-24,8948,4353,4595
완정,2023-10-24,15821,8165,7656
독정,2023-10-24,9568,4809,4759
검암,2023-10-24,8665,4752,3913
검바위,2023-10-24,7450,3580,3870
아시아드경기장(공촌사거리),2023-10-24,9584,5068,4516
서구청,2023-10-24,17595,8664,8931
가정(루원시티),2023-10-24,24721,12633,12088
가정중앙시장,2023-10-24,12643,6188,6455
석남(거북시장),2023-10-24,6126,2998,3128
서부여성회관,2023-10-24,8341,4289,4052
인천가좌,2023-10-24,8769,4425,4344
가재울,2023-10-24,8744,4484,4260
주안국가산단,2023-10-24,6015,2941,3074
주안,2023-10-24,16405,7146,9259
시민공원(문화창작지대),2023-10-24,20230,10387,9843
석바위시장,2023-10-24,9087,4386,4701
인천시청,2023-10-24,7031,3349,3682
석천사거리,2023-10-24,9723,5040,4683
모래내시장,2023-10-24,16282,7906,8376
만수,2023-10-24,10248,5323,4925
남동구청,2023-10-24,9524,4911,4613
인천대공원,2023-10-24,6269,3169,3100
운연(서창),2023-10-24,2797,1507,1290
검단오류(검단산업단지),2023-10-25,6200,3089,3111
왕길,2023-10-25,5474,2755,2719
검단사거리,2023-10-25,17664,9321,8343
마전,2023-10-25,9012,4444,4568
완정,2023-10-25,16419,8442,7977
독정,2023-10-25,10202,5102,5100
검암,2023-10-25,8835,4829,4006
검바위,2023-10-25,7745,3748,3997
아시아드경기장(공촌사거리),2023-10-25,9779,5169,4610
서구청,2023-10-25,17774,8740,9034
가정(루원시티),2023-10-25,25535,13158,12377
가정중앙시장,2023-10-25,13032,6316,6716
석남(거북시장),2023-10-25,6549,3121,3428
서부여성회관,2023-10-25,8690,4424,4266
인천가좌,2023-10-25,9109,4601,4508
가재울,2023-10-25,8897,4526,4371
주안국가산단,2023-10-25,6098,2950,3148
주안,2023-10-25,17037,7295,9742
시민공원(문화창작지대),2023-10-25,20716,10646,10070
석바위시장,2023-10-25,9390,4476,4914
인천시청,2023-10-25,7595,3646,3949
석천사거리,2023-10-25,10075,5203,4872
모래내시장,2023-10-25,16756,8192,8564
만수,2023-10-25,10643,5478,5165
남동구청,2023-10-25,9952,5200,4752
인천대공원,2023-10-25,6797,3407,3390
운연(서창),2023-10-25,2861,1551,1310
검단오류(검단산업단지),2023-10-26,6089,2971,3118
왕길,2023-10-26,5391,2716,2675
검단사거리,2023-10-26,17174,8982,8192
마전,2023-10-26,8955,4358,4597
완정,2023-10-26,15932,8139,7793
독정,2023-10-26,9674,4827,4847
검암,2023-10-26,8583,4682,3901
검바위,2023-10-26,7311,3528,3783
아시아드경기장(공촌사거리),2023-10-26,9532,5160,4372
서구청,2023-10-26,17348,8656,8692
가정(루원시티),2023-10-26,24624,12556,12068
가정중앙시장,2023-10-26,12724,6206,6518
석남(거북시장),2023-10-26,6345,3032,3313
서부여성회관,2023-10-26,8457,4323,4134
인천가좌,2023-10-26,8960,4524,4436
가재울,2023-10-26,8438,4284,4154
주안국가산단,2023-10-26,5996,2919,3077
주안,2023-10-26,16606,7125,9481
시민공원(문화창작지대),2023-10-26,20367,10380,9987
석바위시장,2023-10-26,9128,4373,4755
인천시청,2023-10-26,7043,3405,3638
석천사거리,2023-10-26,9706,5035,4671
모래내시장,2023-10-26,16199,7871,8328
만수,2023-10-26,10258,5286,4972
남동구청,2023-10-26,9557,5004,4553
인천대공원,2023-10-26,6393,3224,3169
운연(서창),2023-10-26,2711,1481,1230
검단오류(검단산업단지),2023-10-27,5924,2924,3000
왕길,2023-10-27,5551,2786,2765
검단사거리,2023-10-27,18577,9717,8860
마전,2023-10-27,9284,4562,4722
완정,2023-10-27,16458,8518,7940
독정,2023-10-27,9597,4783,4814
검암,2023-10-27,8938,4898,4040
검바위,2023-10-27,7580,3752,3828
아시아드경기장(공촌사거리),2023-10-27,12376,6625,5751
서구청,2023-10-27,22499,11154,11345
가정(루원시티),2023-10-27,26010,13272,12738
가정중앙시장,2023-10-27,13349,6452,6897
석남(거북시장),2023-10-27,6923,3376,3547
서부여성회관,2023-10-27,8945,4561,4384
인천가좌,2023-10-27,9385,4829,4556
가재울,2023-10-27,8807,4505,4302
주안국가산단,2023-10-27,5962,2908,3054
주안,2023-10-27,17620,7432,10188
시민공원(문화창작지대),2023-10-27,20755,10635,10120
석바위시장,2023-10-27,9377,4484,4893
인천시청,2023-10-27,7431,3554,3877
석천사거리,2023-10-27,9854,5120,4734
모래내시장,2023-10-27,17561,8437,9124
만수,2023-10-27,11012,5737,5275
남동구청,2023-10-27,10085,5261,4824
인천대공원,2023-10-27,7145,3616,3529
운연(서창),2023-10-27,2965,1598,1367
검단오류(검단산업단지),2023-10-28,2282,1244,1038
왕길,2023-10-28,3366,1726,1640
검단사거리,2023-10-28,14390,7486,6904
마전,2023-10-28,6181,3050,3131
완정,2023-10-28,11479,5965,5514
독정,2023-10-28,6900,3492,3408
검암,2023-10-28,6365,3381,2984
검바위,2023-10-28,4483,2244,2239
아시아드경기장(공촌사거리),2023-10-28,10166,5271,4895
서구청,2023-10-28,17404,8710,8694
가정(루원시티),2023-10-28,16495,8509,7986
가정중앙시장,2023-10-28,10543,5161,5382
석남(거북시장),2023-10-28,5008,2417,2591
서부여성회관,2023-10-28,6929,3578,3351
인천가좌,2023-10-28,5243,2721,2522
가재울,2023-10-28,5290,2677,2613
주안국가산단,2023-10-28,1554,755,799
주안,2023-10-28,15086,6151,8935
시민공원(문화창작지대),2023-10-28,14943,7749,7194
석바위시장,2023-10-28,6764,3280,3484
인천시청,2023-10-28,5666,2665,3001
석천사거리,2023-10-28,7171,3801,3370
모래내시장,2023-10-28,14127,6913,7214
만수,2023-10-28,8731,4517,4214
남동구청,2023-10-28,6813,3537,3276
인천대공원,2023-10-28,11503,5682,5821
운연(서창),2023-10-28,2199,1155,1044
검단오류(검단산업단지),2023-10-29,1721,830,891
왕길,2023-10-29,2191,1109,1082
검단사거리,2023-10-29,10345,5196,5149
마전,2023-10-29,4332,2165,2167
완정,2023-10-29,7597,3868,3729
독정,2023-10-29,4800,2384,2416
검암,2023-10-29,4674,2432,2242
검바위,2023-10-29,3187,1529,1658
아시아드경기장(공촌사거리),2023-10-29,5481,2838,2643
서구청,2023-10-29,8207,4156,4051
가정(루원시티),2023-10-29,11355,5751,5604
가정중앙시장,2023-10-29,7894,3815,4079
석남(거북시장),2023-10-29,3705,1694,2011
서부여성회관,2023-10-29,5309,2734,2575
